date,observed_reservoir_inflow_mwh,inflow_method
2025-04-01,529.8199543872001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-20,6093.829509350401,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-21,8258.111021779197,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-22,8582.1232249152,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-23,6347.039045875199,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-24,4627.374278860801,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-25,3637.9370140991996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-26,6506.6450570496,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-27,10348.5897546048,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-28,14521.146903878398,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-29,10757.2051441152,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-30,11894.433975088705,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-05-31,10797.406658208001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-01,5882.021532115201,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-02,4584.172651776,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-03,4021.9514770752003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-04,5553.8091707904005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-05,4779.7800188544,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-06,4084.3538273087997,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-07,3992.5503697535996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-08,4593.172990752,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-09,4357.9641321792,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-10,4012.3511155008,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-11,4008.7509799104,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-12,5296.3994760768,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-13,5645.012605747201,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-14,7547.684265273601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-15,8178.908038790401,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-16,11456.2314712512,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-17,11068.0168500864,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-18,10930.611675052798,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-19,9263.1488740992,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-20,9280.5495294528,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-21,14341.740146956798,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-22,15780.594337920002,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-23,14108.331356179197,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-24,8849.733303801599,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-25,8409.916739174401,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-26,18317.4898839552,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-27,34730.50804058881,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-28,50185.890130176005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-29,46187.9395570368,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-06-30,39489.2872684992,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-01,33982.8798829824,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-02,35905.952310854394,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-03,17356.853703916797,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-04,13640.913752025597,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-05,23417.0819477568,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-06,29414.907841363198,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-07,34309.89219911039,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-08,23286.277021305606,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-09,20524.9730234688,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-10,26301.3905782656,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-11,23183.073134380797,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-12,19678.123928945774,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-13,19413.1311486336,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-14,13120.0941366144,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-15,11972.2509058752,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-16,11650.638793132799,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-17,12991.0892779584,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-18,13373.9036957376,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-19,13214.2976845632,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-20,23462.6836652352,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-21,22527.248434329595,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-22,16209.010473177597,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-23,14287.738113100797,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-24,18141.683262624,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-25,19856.547848851198,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-26,22283.639259379197,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-27,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-28,55481.68958365439,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-29,67206.73117898879,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-30,70050.23827280641,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-07-31,35862.09365902435,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-01,21742.418875622403,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-02,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-03,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-04,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-05,8289.312196895999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-06,6623.049441139199,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-07,12364.065662630399,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-08,13954.125548390399,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-09,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-10,6798.256039871999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-11,6762.254683968,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-12,11099.82644811798,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-13,10287.16964136478,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-14,7611.286660704,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-15,6717.853011686399,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-16,9984.376037376,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-17,9560.1600603072,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-18,10264.5865908288,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-19,26311.5909624384,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-20,70865.66898403202,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-21,36253.965417926396,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-22,21013.991441164802,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-23,16228.2111963264,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-24,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-25,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-26,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-27,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-28,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-29,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-30,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-08-31,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-01,21348.204028473603,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-02,24557.7249073152,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-03,20284.963984108806,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-04,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-05,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-06,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-07,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-08,15658.7897504448,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-09,11936.2495499712,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-10,12501.470837664001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-11,8567.122659955203,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-12,9501.357845663999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-13,12282.462589248002,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-14,10187.7836982336,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-15,11900.8482166656,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-16,9305.750478585598,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-17,6047.0277466751995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-18,5906.622458649601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-19,6080.6290121856,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-20,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-21,7502.0825477952,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-22,7015.4642204928,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-23,6990.26327136,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-24,6347.039045875199,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-25,5673.8136904704,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-26,7242.272762687999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-27,7331.076107251199,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-28,6454.4430909888,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-29,5697.214571808,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-09-30,5385.202820639999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-01,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-02,4303.9620983232,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-03,3889.346482828801,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-04,4448.5675445376,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-05,3766.9418727551997,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-06,4672.975996339201,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-07,4474.968538867201,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-08,4651.3751827968,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-09,4638.174685632001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-10,4762.3793635008005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-11,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-12,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-13,26554.000092191993,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-14,15331.7774343168,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-15,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-16,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-17,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-18,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-19,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-20,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-21,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-22,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-23,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-24,30290.340812428796,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-25,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-26,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-27,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-28,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-29,7920.2982988799995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-30,7527.283496928,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-10-31,8943.336829152,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-01,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-02,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-03,5103.792221990399,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-04,4477.3686292608,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-05,4731.178188384,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-06,4897.3844481408005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-07,4698.176945472,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-08,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-09,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-10,4787.5803126335995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-11,4721.5778268096,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-12,4617.773917286399,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-13,5527.408176460799,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-14,5024.5892390016,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-15,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-16,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-17,3887.5464150335993,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-18,4034.5519516415998,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-19,4712.577487833601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-20,7529.6835873216005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-21,5399.0033404032,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-22,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-23,8621.1246938112,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-24,10790.8064096256,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-25,12048.453775872002,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-26,7317.875610086399,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-27,5935.423543372801,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-28,5268.198413951999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-29,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-11-30,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-01,3970.3495336128,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-02,4122.155251007999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-03,4044.152313216,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-04,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-05,3430.9292176512,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-06,4035.7519968383995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-07,3766.3418501568003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-08,4063.9530589632004,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-09,3595.3354096128005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-10,2987.5125174336,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-11,2146.2808344768,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-12,1986.0748007040006,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-13,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-14,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-15,1852.2697612608004,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-16,1615.8608574912,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-17,2060.4776029056,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-18,3022.3138281408005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-19,1761.0663263039999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-20,1575.6593433983999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-21,1255.2472758528,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-22,1260.6474792384,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-23,1104.041581056,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-24,939.6353890944001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-25,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-26,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-27,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-28,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-29,953.4359088576002,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-30,973.8366772032,Tamil Nadu Agriculture daily inflow; no statewide allocation
2025-12-31,872.4328580736,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-01,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-02,1467.055253088,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-03,1716.6646540223996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-04,845.4318411456,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-05,577.8217622592001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-06,589.2221916287999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-07,637.2239995008,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-08,378.014236992,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-09,415.2156380928,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-10,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-11,397.21496014080003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-12,870.6327902783999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-13,729.6274796544,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-14,903.0340105919997,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-15,847.8319315391999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-16,556.8209713152,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-17,556.8209713152,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-18,405.6152765184,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-19,422.41590927359994,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-20,508.81916344319995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-21,376.21416919679996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-22,237.60894896640005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-23,264.6099658943999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-24,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-25,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-26,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-27,483.61821431039994,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-28,329.4124065216,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-29,271.2102144768,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-30,274.8103500671999,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-01-31,228.00858739200004,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-01,334.2125873088,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-02,60.00225984000001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-03,246.60928794239996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-04,284.41071164159996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-05,381.014349984,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-06,258.009717312,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-07,244.20919754880003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-08,255.00960432000005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-09,330.01242912,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-10,253.80955912320002,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-11,270.01016927999996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-12,185.4069829056,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-13,243.00915235200003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-14,223.2084066048,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-15,141.005310624,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-16,202.20761566080003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-17,232.20874558079998,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-18,292.8110280192,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-19,300.01129919999994,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-20,143.4054010176,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-21,136.20512983679998,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-22,225.00847439999995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-23,93.6035253504,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-24,280.81057605120003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-25,94.20354794880001,Tamil Nadu Agriculture daily inflow; no statewide allocation
